filename,object_location,title,creator,date,archival_date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding_aid,digital_collection,contributing_institution,language,rights,rightsstatement,filename_original,display_template,image_small,image_thumb,objectid,parentid
mg632-f04_008.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_008.pdf,Discounts help air travelers,"Plastino, Ben",1988-09-25,,"Senior citizens aged 62 and older can access discounted airfares, with round-trip prices as low as $184, lower than regular fares. Airlines like Delta offer special deals, including options for multiple flights at discounted rates, with senior-friendly packages for frequent travelers. Popular destinations such as Idaho Falls, Boston, and Disney World are seeing a rise in senior passengers taking advantage of these offers.",elderly; airplanes; airline maps; coupons; ,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_008,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_008_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_008_th.jpg,plastino0158,
mg632-f04_009.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_009.pdf,...percent and taxes - here are few answers,"Plastino, Ben",1979-07-22,,"The 1 Percent Tax Initiative in Idaho primarily benefits large corporations, shifting the tax burden onto small property owners through higher taxes and service fees. Concerns about government spending, including multiple elections and city vehicle use, are addressed with explanations from local officials. Despite these criticisms, Idaho maintains one of the lowest property tax rates in the nation.",taxes (political concept); property (legal concept); owners; employees,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_009,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_009_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_009_th.jpg,plastino0159,
mg632-f04_010.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_010.pdf,The election eye... May primary expected to draw more interest,"Plastino, Ben",1979-07-18,,"Idaho moved its primary election from August to May to align with the presidential election cycle, aiming to increase voter turnout and provide better opportunities for outsiders. This change also reduces campaign time for legislators, who will face voters soon after their legislative records are fresh. The 1980 elections are expected to see more active campaigning and higher voter participation, especially in Republican races.",elections; voters; campaigns,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_010,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_010_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_010_th.jpg,plastino0160,
mg632-f04_011.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_011.pdf,The election eye...Few local races whet appetite for election,"Plastino, Ben",1980-05-22,,"The Idaho primary election, highlighting key local races, especially for sheriff and county commissioner positions, as several incumbents retire. Republican contests dominate, with competitive races in districts like Bonneville and Fremont, along with some legislative battles. Local initiatives and the possibility of filling vacancies with write-in votes are also discussed.",commissioners (government officials); elections; sheriffs,"Idaho Falls, Idaho",,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_011,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_011_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_011_th.jpg,plastino0161,
mg632-f04_012.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_012.pdf,Hansen anticipating strong voter support,"Plastino, Ben",1980-05-22,,"U.S. Rep. George V. Hansen is confident about winning the primary election, saying voters support his work for Idaho, like securing funds and helping the economy. He criticized high taxes, government spending, and national security issues, especially with Iran. Hansen also claimed his opponent, Jim Jones, is avoiding debates, while his own campaign is well-organized.",voters; taxes (political concept); elections,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_012,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_012_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_012_th.jpg,plastino0162,
mg632-f04_013.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_013.pdf,Legislative limelights...Legislature must untie local government knots,"Plastino, Ben",1979-07-29,,"The Idaho Legislature is dealing with money issues, even though the state has a $10 million surplus, because local governments are struggling with tax limits. Some say tax breaks mostly help big businesses, while experts warn that budget cuts and rising costs could make things worse. Lawmakers now have to figure out how to manage these financial problems and support both the state and local communities.",taxes (political concept); local government; commissioners,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_013,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_013_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_013_th.jpg,plastino0163,
mg632-f04_014.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_014.pdf,Northwest power bill to aid Idaho patrons,"Plastino, Ben",,,The Pacific Northwest Power Bill seeks to allocate electrical power fairly and offer lower rates to irrigators and residents. It creates a council for energy planning and conservation. Amendments include extending cheaper power rates to Idaho's irrigators for up to 400 horsepower.,power; conservation principle; irrigation systems,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_014,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_014_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_014_th.jpg,plastino0164,
mg632-f04_015.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_015.pdf,Andrus tenders resignation in his farewell appearance,"Plastino, Ben",1977-01,,"Idaho Governor Cecil B. Andrus resigned after being confirmed as U.S. Secretary of the Interior, expressing regret but enthusiasm for his new role. He discussed key issues like water, land, and Indian affairs in Idaho and mentioned plans to reduce his staff by 25%. Andrus emphasized his commitment to balancing natural resource development with environmental protection in his upcoming position.",resignation letters; secretaries (public officers); natural resources,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_015,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_015_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_015_th.jpg,plastino0165,
mg632-f04_016.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_016.pdf,Little Idaho to carry weighty national clout,"Plastino, Ben",1977-01,,"Cecil D. Andrus leaves the Idaho governorship to become U.S. Secretary of the Interior, and John V. Evans becomes the new governor. Senators Frank Church and James McClure will have a big influence on national policies. The article suggests Idaho’s conservative congressmen, Steve Symms and George V. Hansen, should be more active in national politics.",interior; governors (public officers); members of congress,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_016,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_016_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_016_th.jpg,plastino0166,
mg632-f04_017.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_017.pdf,The national scene McClure gas tax bill opposition surprising,"Plastino, Ben",1983-01-12,,"Idaho Senators McClure and Symms split on Reagan's gas tax hike, with Symms supporting it for highway funding and McClure opposing it over trucker costs. The bill boosts Idaho’s federal highway funds, earning praise from state officials. The article notes the unusual role reversal between the two senators.",highways; gasoline; senators,"Idaho Falls, Idaho",,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_017,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_017_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_017_th.jpg,plastino0167,
mg632-f04_018.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_018.pdf,Stivers predicts smaller budget,"Plastino, Ben",1983-01-09,,"House Speaker Tom W. Stivers opposed Gov. John V. Evans' proposed $474 million budget, advocating for a lower $400 million plan due to revenue shortfalls. He suggested budget cuts, surplus fund transfers, and a temporary sales tax increase to bridge the gap. Stivers also opposed repealing business tax credits and indicated potential changes to the Residential Tax Exemption.",budgets; agencies; taxes (political concept),,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_018,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_018_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_018_th.jpg,plastino0168,
mg632-f04_019.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_019.pdf,Special interests contribute heavily to Sen. McClure ,"Plastino, Ben",1981-05-10,,"A study by Common Cause shows that Senator McClure and other politicians received large donations from special interest groups. McClure got $378,084, even though his opponent wasn’t strong. The report highlights how business PACs are having more influence on politics.",energy sources; groups (organizations); committees,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_019,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_019_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_019_th.jpg,plastino0169,
mg632-f04_020.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_020.pdf,East Idaho solons followed conservative voting trend,"Plastino, Ben",1981-05-10,,"In the 1981 Idaho legislative session, most eastern Idaho legislators followed a conservative trend, with Democrats Merrill and Hammond voting more progressively. Key votes focused on education, healthcare, and budget cuts. Democrats scored higher on education and environmental issues, while Republicans leaned more conservative.",conservatism; voting; education,"Idaho Falls, Idaho",,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_020,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_020_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_020_th.jpg,plastino0170,
mg632-f04_021.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_021.pdf,The national scene McClure yields to Reagan in supporting DOE extinction,"Plastino, Ben ",1982-06-13,,"Senator McClure initially opposed, but later supported merging the DOE with the Department of Commerce under Reagan's plan. He argued it would maintain energy programs in a new structure. The proposal faced uncertainty in the House due to concerns over energy security.",people in commerce and business; energy; senates,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_021,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_021_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_021_th.jpg,plastino0171,
mg632-f04_022.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_022.pdf,Evans sees balanced budget,"Plastino, Ben",1982-06-13,,"Governor John V. Evans is optimistic about his re-election despite a $12 million budget shortfall and state employee salary cuts. He’s preparing for a tough campaign, focusing on his achievements and a challenge from Republican opponents. Evans hopes for an economic recovery and supports federal action to address financial issues.",budgets; salaries; campaigns,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_022,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_022_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_022_th.jpg,plastino0172,
mg632-f04_023.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_023.pdf,McClure sees natural resource development,"Plastino, Ben",1982-01-17,,"Senator James McClure supported Secretary of the Interior James Watt's efforts to give states more control over public lands and water rights. He mentioned progress on land exchanges and the RARE II wilderness study, but noted challenges with funding for conservation. McClure was hopeful about changes to the 1902 Reclamation Law, which could offer more land ownership options.",lands; water (inorganic material); natural resources,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_023,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_023_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_023_th.jpg,plastino0173,
mg632-f04_024.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_024.pdf,Legislative limelights...Revenue projections set stage for fights,"Plastino, Ben",1982-01-20,,"A budget debate between Idaho Gov. John V. Evans and Republican leaders over how much money the state will have in 1982 and 1983. The governor is hopeful, but Republicans are more cautious, leading to disagreements over the numbers. A key committee is likely to use the lower estimates, which could cause more arguments with the governor.",budgets; revenues; taxes (political concept),"Idaho Falls, Idaho",,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_024,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_024_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_024_th.jpg,plastino0174,
,https://objects.lib.uidaho.edu/plastino/mg632-f04_024.pdf,The election eye...Whittom encouraged for Congress contest,"Plastino, Ben",1982-01-024,,"Democratic leaders in east Idaho are urging Rupert Mayor William F. Whittom to run for Congress against Republican U.S. Rep. George V. Hansen, believing Hansen is vulnerable. Whittom, who has experience in municipal and state politics, previously considered a congressional run but has not committed. With other Democratic candidates withdrawing, supporters are prepared to raise significant funds for his campaign.",farms; members of congress; contests,"Idaho Falls, Idaho",,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_024,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_024_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_024_th.jpg,plastino0175,
mg632-f04_025.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_025.pdf,"Cities, counties want revenue sharing","Plastino, Ben",1983-09-26,,"Local governments in Idaho asked for a small sales tax increase to help with their budget problems. Counties need more money for medical care and jails, while cities worry about losing federal funds. The state committee also talked about changing property taxes and sharing money between the state and local governments.",taxes (political concept); counties; funding; ,"Idaho Falls, Idaho",,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_025,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_025_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_025_th.jpg,plastino0176,
mg632-f04_026.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_026.pdf,The national scene McClure holds advantage for Senate majority leader,"Plastino, Ben",1983-09-28,,"In 1983, Idaho Senator Jim McClure expressed confidence in becoming Senate Majority Leader after Howard Baker's decision to step down. McClure, known for his conservative views, was considered a strong contender among several Republican candidates. With the Republican party holding a 55-45 Senate majority, McClure’s leadership experience and position within the Senate made him a leading candidate for the role.",leaders (people); republicans; elections,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_026,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_026_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_026_th.jpg,plastino0177,
mg632-f04_027.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_027.pdf,The election eye Evans' try to replace Watt with McClure odd,"Plastino, Ben",1983-10-16,,"In 1984, Governor John V. Evans suggested that Senator James A. McClure replace the resigned Secretary of the Interior, James Watt. McClure, however, declined the offer, as taking the position would have meant losing his powerful Senate roles. The suggestion was likely a strategic move by Evans to help the Democrats gain an advantage in future elections.",senates; governors; appointing,"Idaho Falls, Idaho",,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_027,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_027_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_027_th.jpg,plastino0178,
mg632-f04_028.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_028.pdf,Top idaho Republicans regret resignation of James Watt,"Plastino, Ben",1983-10-12,,"James Watt’s resignation as Secretary of the Interior was met with regret from Idaho Republicans, who praised his management of public lands and energy policies. Rep. George Hansen and others blamed the media for intensifying the controversy. Many suggested former Wyoming Senator Clifford Hansen as a suitable replacement to carry on Watt’s policies.",resignation letters; public land; replacement,,,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_028,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_028_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_028_th.jpg,plastino0179,
mg632-f04_029.pdf,https://objects.lib.uidaho.edu/plastino/mg632-f04_029.pdf,McClure cites need to solve problem on nuclear waste,"Plastino, Ben",1982-05-06,,"Senator James McClure hailed the Senate's passage of a bill to address the disposal of radioactive nuclear waste. The bill directs the Department of Energy to establish short-term, long-term, and permanent disposal sites for nuclear waste. The measure aims to safely manage waste, with a focus on stabilization, packaging, and isolation, while giving states consultation rights in the decision-making process.",nuclear radiation; people in agriculture or natural resource occupations; disposals,"Idaho Falls, Idaho",,,"Ben J. Plastino Papers, 1947-1998, MG 632, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg632-f04_029,Text,newspaper clipping,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv470833,,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,https://objects.lib.uidaho.edu/plastino/small/mg632-f04_029_sm.jpg,https://objects.lib.uidaho.edu/plastino/thumbs/mg632-f04_029_th.jpg,plastino0180,
